440	宙斯塔入口：向上楼梯旁，雕像手中
441	宙斯塔浴室：架子上
442	奥丁塔入口：左下角的盾牌架上
443	奥丁塔大锅房：靠着木柱
444	丹努隧道的金属杆
445	奥丁隧道的金属杆
446	诅咒房间的金属杆
447	坍塌隧道的金属杆
448	丹努隧道
449	地下墓穴
450	最终战第二阶段
451	第二阶段：护甲被打掉后的状态
452	结局过场动画
453	哨兵神器
454	强化机基座
455	元素符号对照
456	符号：通往 Vapr-XKG 墙买房间的楼梯下方
457	时钟：船长舵轮前方墙上
458	符号：面向船长舵轮，房间后方右侧桌子下
459	时钟：楼梯顶端墙上
460	符号：面向时钟，房间后方右侧门框上方
461	符号：神秘箱左侧那面墙的右边
462	时钟：面向悬挂尸体时，其右侧墙上
463	符号：面向悬挂尸体时，其右侧柜子上
464	时钟：木楼梯对面墙上
465	符号：木楼梯底部的一些行李后方
466	餐厅：拉神饮料雕像左侧，其中一面白墙后
467	后甲板：神秘箱位置正对面的窗口内
468	传送符号
469	储粮室（Provisions）
470	客舱（State Rooms）
471	罗盘：救生艇甲板（Boat Deck）
472	地球仪：中部甲板（Mid Deck）
473	钳子：后甲板（Aft Decks）
474	蓝色管道
475	强化后的哨兵神器
476	鲍伊猎刀墙买前方房间：角落的桌子上
477	面向鲍伊猎刀墙买：前方房间左前角的桌子上
478	两处火焰附近的台面上
479	两扇窗旁时钟左侧的架子上
480	面向强化机基座：右侧墙边的木箱上
481	房间中央的木箱上
482	金星符号：百万富翁套房，床右侧桌子下
483	天王星符号：客舱浴室内，绿色植物后方
484	海王星符号：后甲板，救生艇附近地上的救生圈内
485	火星符号：锅炉房，步道上的管道下方
486	太阳系模型
487	第二座冰山
488	冰山近道
489	召唤恶意之眼
490	最终战第一阶段
491	最终战第二阶段
492	最终战第三阶段
493	最终战第四阶段
494	最终战第五阶段
495	结局过场动画
496	典狱长钥匙
497	时代广场的灵魂精华
498	中国巷：可修复的窗户障碍旁
499	调谐后的幽灵盾牌
500	典狱长密室
501	典狱长仪式室
502	地狱救赎者飞斧（Hell's Retriever）
503	取得勺子所需的数字
504	勺子
505	猴子炸弹雕像
506	猴子炸弹
507	地图位置示意
508	海鸥
509	鸟的飞行轨迹：通往最右侧
510	最后一只鸟
511	古书里的数字
512	摩斯电码
513	上层缆车平台：从平台向外看
514	活动场：在剑鱼步枪墙买附近向场外看
515	摩斯电码装置
516	医务室灵魂
517	64号楼发电机
518	穿孔卡
519	完全变红的灵魂
520	蓝色圆圈
521	钝击者霰弹枪（Blundergat）
522	存放灵魂精华
523	活动场：到达空中步道之前
524	西部空地：走过空中步道后紧邻左侧
525	岩浆钝击者制作机器（Magmagat）
526	召唤之钥
527	完整地图
528	首领战第一阶段
529	首领战第一阶段结束
530	首领战第二阶段
531	结局过场动画
532	哨兵神器
533	东阳台：Saug 9mm 墙买左侧的栏杆旁
534	西阳台：RK7-Garrison 墙买右侧的远端墙边
535	蓝色圆圈
536	时钟挑战的音叉
537	护送挑战的音叉
538	茶室：悲伤女仆画像
539	吸血鬼挑战的音叉
540	西走廊：小桌附近地面
541	转轮控制面板
542	黄道十二宫符号
543	双开门右侧柱子上
544	后方红墙上
545	餐桌上
546	MX9 墙买前方酒架的右下部分
547	工作台右侧窗口障碍附近：其中一个桶上
548	工作台对面：没有蜡烛照明的酒架柜门上
549	通往西走廊楼梯左侧：其中一个大桶上
550	饮料雕像左侧的桌子下方
551	饮料雕像右侧：另一座雕像的盾牌上
552	面向饮料雕像：房间右侧双柱结构的左面
553	进门后紧邻左侧画像的右边墙面
554	台球桌附近：棋桌下方
555	落地钟左侧柜子的左上角上方
556	木书架左侧的墙上
557	奇迹武器保险柜左侧：破柜子内
558	工作台后方：骷髅脚边
559	黄道符号柜左侧窗障的右上角
560	黄道符号柜前方木箱的侧面
561	黄道符号转盘
562	金色转轮
563	望远镜光束
564	望远镜阶段的石板
565	没有树叶的树
566	死亡日期为1912年的墓碑
567	人形草偶
568	草偶阶段的石板
569	蓝色火焰
570	彩色宝石符号
571	幽灵骑士三角阵
572	骑士阶段的石板
